id,source_repository,title_repository_record,title_found_on_first_pages,first_author_repository_record,institution_repository_record,funder_repository_record,funding_statement_found,funders_in_funding_statement,funders_named_first20pages,contract_or_handle,year_be,doc_type_repository_record,pages,sha256,record_url,has_abstract_th,chars_abstract_th,has_abstract_en,chars_abstract_en,has_executive_summary,chars_executive_summary,has_acknowledgement,chars_acknowledgement,has_keywords,chars_keywords,has_policy_recommendations,chars_policy_recommendations,has_recommendations,chars_recommendations,has_rq,chars_rq,has_hypothesis,chars_hypothesis,has_objectives,chars_objectives,has_alignment,chars_alignment,has_scope,chars_scope,has_framework,chars_framework,has_definitions,chars_definitions,has_users_section,chars_users_section,has_beneficiaries_section,chars_beneficiaries_section,has_expected_benefit,chars_expected_benefit,has_utilization,chars_utilization,has_outputs,chars_outputs,has_lit_review,chars_lit_review,has_background,chars_background,has_population,chars_population,has_instruments,chars_instruments,has_data_collection,chars_data_collection,has_analysis,chars_analysis,has_ethics,chars_ethics,has_budget,chars_budget,has_workplan,chars_workplan,has_methods,chars_methods,has_results,chars_results,has_discussion_conclusion,chars_discussion_conclusion,has_references,chars_references,has_appendix,chars_appendix,mention_kr,mention_strategy,mention_wwn_plan,mention_trl,mention_srl,mention_users,mention_beneficiaries,mention_policy_rec,mention_ethics_approval,mention_sample_size_basis,mention_informed_consent,mention_expert_validation,mention_limitations,mention_triangulation,mention_budget_amount,objectives_items,rq_count,references_count,references_method,tables_distinct,figures_distinct,grantthai_fields_covered
PSU-023,PSU Knowledge Bank,ความหลากหลายและศักยภาพการเจริญเติบโตของพืชวงศ์ปาล์มภายใต้สภาพแวดล้อมสวนยางพาราในภาคใต้,1,ระวี เจียรวิภา,มหาวิทยาลัยสงขลานครินทร์,not in repository record,1,GOV_BUDGET;UNIV_INCOME,,hdl 2016/12350,2562,Technical Report,68,eab4c978a117c7b59b4c616a3d9893982dcf13d457c37bddd1f075e16363dcc6,https://kb.psu.ac.th/handle/2016/12350,1,2208,1,4842,0,0,1,1427,1,150,0,0,0,0,0,0,0,0,1,183,0,0,1,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18499,1,1833,0,0,0,0,0,0,1,147,0,0,0,0,0,0,1,12518,1,42767,1,16593,1,16184,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,81,hanging-indent-estimate,12,6,BUDGET.PLAN.TOTAL;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DESIGN
PSU-026,PSU Knowledge Bank,การเพิ่มคุณค่าทางโภชนะของทางใบปาล์มน้ำมันโดยยูเรียและแคลเซียมไฮดรอกไซด์เป็นอาหารแพะ,1,ปิ่น จันจุฬา,มหาวิทยาลัยสงขลานครินทร์,not in repository record,1,UNIV_INCOME,,hdl 2016/12663,2562,Technical Report,75,f588b5e5075085e867c3b69eb57ec516a4d38561057d439937f4da290ce7d10e,https://kb.psu.ac.th/handle/2016/12663,1,2002,1,2025,0,0,1,1116,1,237,0,0,0,0,0,0,0,0,1,325,0,0,1,224,0,0,0,0,0,0,0,0,0,0,1,4257,1,3397,1,53535,1,6266,0,0,0,0,1,5890,1,973,0,0,0,0,0,0,1,4974,1,24344,1,2096,1,42160,1,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,212,hanging-indent-estimate,15,6,CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC;RESULTS.CHAIN.UTILIZATION_DOMAIN
PSU-028,PSU Knowledge Bank,การใช้ประโยชน์ของกากผลปาล์มน้ำมันจากกระบวนการหีบแบบแห้งด้วยตัวทำละลายในสูตรอาหารแพะ,0,ปิ่น จันจุฬา,มหาวิทยาลัยสงขลานครินทร์,not in repository record,1,UNIV_INCOME,,hdl 2016/13238,2561,Technical Report,49,a50dcb79e580a807f348b2f5799fb43200146005d628e1e75f56da542ac88127,https://kb.psu.ac.th/handle/2016/13238,1,4525,1,4323,0,0,1,769,1,183,0,0,0,0,0,0,0,0,1,490,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5270,0,0,0,0,1,469,0,0,0,0,0,0,0,0,1,12923,1,36627,1,6808,1,4850,1,3552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,hanging-indent-estimate,21,19,CORE.ALIGNMENT.POLICY_PATHWAY;CORE.ALIGNMENT.STATEMENT;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN
PSU-036,PSU Knowledge Bank,ผลร่วมของสารละลายฆ่าเชื้อและความร้อนระดับกลางต่อการลดปริมาณเชื้อจุลินทรีย์และการยืดอายุการเก็บรักษาโหระพาที่สภาวะต่าง ๆ,1,ดุสิดา ถิระวัฒน์,มหาวิทยาลัยสงขลานครินทร์,not in repository record,1,UNIV_INCOME,,hdl 2016/12674,2560,Technical Report,79,5850cb01ac811a888b8df97f693088b3179fde3ed1617cd514601ed00972404d,https://kb.psu.ac.th/handle/2016/12674,1,2170,1,979,1,15,1,737,1,9,0,0,0,0,0,0,0,0,1,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4102,1,15911,1,70531,1,1381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,hanging-indent-estimate,9,12,CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.DESIGN
PSU-038,PSU Knowledge Bank,ลักษณะเหนือหน่วยเสียงและการเปลี่ยนแปลงของเสียงที่สะกดตามเสียงพูดในสติ๊กเกอร์ไลน์ภาษาไทย,1,จอมขวัญ สุทธินนท์,มหาวิทยาลัยสงขลานครินทร์,not in repository record,1,UNIV_INCOME,,hdl 2016/13311,2563,Technical Report,192,7edd0d1c67da020d9e87413b085960782779b89e8926b3ccb9011e2e93bf5558,https://kb.psu.ac.th/handle/2016/13311,1,4692,0,0,0,0,1,1295,1,73,0,0,1,42,0,0,1,608,1,17176,0,0,1,574,0,0,1,1183,0,0,0,0,1,599,0,0,1,4132,1,35027,1,8824,0,0,0,0,1,0,1,1951,0,0,0,0,0,0,1,3281,1,12347,1,57126,0,0,1,5072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,none,11,0,CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.GAP;CORE.RESEARCH.HYPOTHESES;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;METHOD.PLAN.VARIABLES;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC
PSU-039,PSU Knowledge Bank,การปรับตัวของสหกรณ์กองทุนสวนยาง ภายใต้สภาวะวิกฤตราคายางตกต่ำ,1,นฤมล พฤกษา,มหาวิทยาลัยสงขลานครินทร์,not in repository record,1,NRC,NRC,hdl 2016/13179,2563,Technical Report,44,1980f26f6c3ad977a658a65772c89e305e8446009622f440683bbda1c69442ea,https://kb.psu.ac.th/handle/2016/13179,1,4384,0,0,1,16,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,850,0,0,0,0,0,0,1,510,0,0,0,0,1,2981,0,0,0,0,0,0,1,143,0,0,0,0,0,0,0,0,1,62141,0,0,1,3087,1,171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,hanging-indent-estimate,10,8,BUDGET.PLAN.TOTAL;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.PROBLEM;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.QUALITY;METHOD.PLAN.VARIABLES;RESULTS.CHAIN.UTILIZATION_DESC;RESULTS.CHAIN.UTILIZATION_DOMAIN
PSU-044,PSU Knowledge Bank,รายงานฉบับสมบูรณ์ โครงการพัฒนาลุ่มน้ำทะเลสาบสงขลาอย่างยั่งยืน,0,not in repository record,มหาวิทยาลัยสงขลานครินทร์,สานักงานนโยบายและแผนทรัพยากรธรรมชาติและสิ่งแวดล้อม,0,,,hdl 2016/14819,2557,Technical Report,192,778823dd421a7506469624fd17b6b0379401660852a438a7ee8c1ab0670b7b35,https://kb.psu.ac.th/handle/2016/14819,0,0,0,0,0,0,0,0,0,0,0,0,1,6278,0,0,0,0,1,11709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74372,1,30955,0,0,1,6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,586,1,6212,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,18,0,0,none,55,61,CORE.ALIGNMENT.POLICY_PATHWAY;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;METHOD.PLAN.ETHICS;METHOD.PLAN.QUALITY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC;RESULTS.CHAIN.UTILIZATION_DOMAIN
HSRI-002,HSRI Knowledge Bank,บทสังเคราะห์รายงานการประเมินแผนหลักการแพทย์ฉุกเฉินแห่งชาติ ปี 2553-2555,0,สำนักงานวิจัยเพื่อการพัฒนาหลักประกันสุขภาพไทย,not in repository record,"สำนักงานการแพทย์ฉุกเฉินแห่งชาติ, สถาบันวิจัยระบบสาธารณสุข",1,THAIHEALTH;NIEMS;NHSO,HSRI;THAIHEALTH;NIEMS;NHSO,hdl 11228/3733; contract T55-11; id hs1992,2555,Technical Report,27,1759e005ef220ee8042a070a28fdff035f850f19f845eded52d3f569fb2ccc45,https://kb.hsri.or.th/dspace/handle/11228/3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22972,1,4821,0,0,1,9781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,CORE.ALIGNMENT.POLICY_PATHWAY;DOC.ATTACHMENTS.DOCUMENTS
HSRI-005,HSRI Knowledge Bank,การถ่ายโอนสถานีอนามัยสู่ท้องถิ่น: การสังเคราะห์บทเรียนจากกรณีศึกษาพื้นที่ถ่ายโอน และข้อเสนอเชิงนโยบาย,1,ลือชัย ศรีเงินยวง,not in repository record,แผนงานวิจัยและพัฒนาการกระจายอำนาจด้านสุขภาพ สถาบันวิจัยระบบสาธารณสุข,1,NHSO,HSRI;THAIHEALTH;NHSO,hdl 11228/3860; contract 54-039; id hs2057,2556,Technical Report,89,71c1d0deb8cc4d3ead5ac9dad8c9fd485b62f5e11b958fb633a52f9828516f52,https://kb.hsri.or.th/dspace/handle/11228/3860,1,3026,1,2662,1,15,1,797,0,0,1,5335,0,0,0,0,0,0,1,405,0,0,0,0,0,0,1,4939,0,0,0,0,0,0,0,0,0,0,0,0,1,11544,0,0,0,0,0,0,0,0,0,0,1,21710,0,0,1,3430,1,14475,1,71223,1,3396,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,26,hanging-indent-estimate,0,0,BUDGET.PLAN.ITEMS;BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;FUND.CALL.AGENCY;METHOD.PLAN.DESIGN;METHOD.PLAN.ETHICS;METHOD.PLAN.VARIABLES;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-006,HSRI Knowledge Bank,ระบบราคาอ้างอิงของยาในประเทศไทย,1,เพชรรัตน์ พงษ์เจริญสุข,not in repository record,not in repository record,1,HSRI,HSRI;NHSO,hdl 11228/3760; contract 53-066; id hs2029,2556,Technical Report,122,8d050fe863cdd6ce392b8b80540c853c9a07da43f80889709183cfb08e7f33e9,https://kb.hsri.or.th/dspace/handle/11228/3760,0,0,0,0,1,1634,0,0,0,0,0,0,1,36419,0,0,0,0,1,5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,105227,1,8979,0,0,0,0,0,0,0,0,0,0,0,0,1,82,1,5727,1,39761,1,6752,0,0,1,3277,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,5,0,0,none,40,1,BUDGET.PLAN.TOTAL;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;METHOD.PLAN.DESIGN;METHOD.PLAN.QUALITY;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC;WORK.PLAN.ACTIVITIES
HSRI-007,HSRI Knowledge Bank,รายงานตัวชี้วัดการวิเคราะห์ข้อมูลการสั่งใช้ยา,0,โครงการพัฒนาสารสนเทศด้านยาของผู้ป่วยนอกรายบุคคลในระบบประกันสุขภาพถ้วนหน้า,not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,NHSO,hdl 11228/3764; contract 53-066; id hs2033,2556,Technical Report,71,ab0d57d558b7552da5ae813c7790662ffcd2fb467b5e765be93021906e589fbb,https://kb.hsri.or.th/dspace/handle/11228/3764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76382,0,0,0,0,0,0,1,1142,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,9,0,BUDGET.PLAN.ITEMS;BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.GAP;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS
HSRI-008,HSRI Knowledge Bank,ผลงานวิจัยระบบบริการสุขภาพในโรงพยาบาลของประเทศไทยภายใน 10 ปี (พ.ศ.2545 – 2555),1,สมพร หุ่นเลิศ,not in repository record,"สถาบันวิจัยระบบสาธารณสุข, ศูนย์วิจัยเพื่อการพัฒนาระบบบริการสุขภาพ(TRC-HS) คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย",1,OTHER_FUND,,hdl 11228/4415; contract 57-109; id hs2241,2556,Technical Report,92,ee56c09dae310fa5c894d6102ac99ddde69d27f8331a6a04192e4f96c073566b,https://kb.hsri.or.th/dspace/handle/11228/4415,1,0,0,0,0,0,1,4573,0,0,0,0,1,3124,0,0,0,0,1,3499,0,0,1,3127,1,471,0,0,0,0,0,0,1,586,0,0,1,9712,1,38575,1,1141,0,0,0,0,1,586,1,521,0,0,1,5773,0,0,1,10700,1,21814,1,6455,1,2888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,17,numbered,13,13,BUDGET.PLAN.ITEMS;BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.FRAMEWORK;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.CONSTRUCTS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.RELATIONSHIPS;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;FUND.CALL.AGENCY;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;RESULTS.CHAIN.BENEFIT_SUMMARY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS;RESULTS.CHAIN.UTILIZATION_DESC
HSRI-009,HSRI Knowledge Bank,การคาดการณ์ความต้องการและการวางแผนกำลังคนสำหรับระบบบริการทางการแพทย์ฉุกเฉิน,0,นงลักษณ์ พะไกยะ,not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,HSRI;NIEMS;NHSO,hdl 11228/4207; id hs2140,2557,Technical Report,102,980560ba543110a408c7990910a9b69c259d62c252038dfcb6194b71668e3326,https://kb.hsri.or.th/dspace/handle/11228/4207,0,0,0,0,1,967,0,0,0,0,0,0,0,0,0,0,0,0,1,205,0,0,0,0,1,565,0,0,0,0,0,0,0,0,0,0,0,0,1,64629,1,6842,0,0,0,0,0,0,0,0,0,0,0,0,1,1881,1,8766,1,71773,1,7007,1,5134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,30,hanging-indent-estimate,51,13,BUDGET.PLAN.TOTAL;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.FRAMEWORK;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.CONSTRUCTS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.RELATIONSHIPS;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;METHOD.PLAN.DESIGN;WORK.PLAN.ACTIVITIES
HSRI-010,HSRI Knowledge Bank,การศึกษาระยะเวลาการมารับการรักษาของผู้ป่วยโรคสมองขาดเลือด ในจังหวัดอุบลราชธานี,0,พนัชญา ขันติจิตร,not in repository record,สถาบันวิจัยระบบสาธารณสุข,1,HSRI,HSRI;NHSO,hdl 11228/4315; contract 57-067; id hs2190,2557,Technical Report,57,b482d7f4154c2dd34885c1080c162ecd4e484c4bce20ab9e225fb6e5ce048182,https://kb.hsri.or.th/dspace/handle/11228/4315,1,0,0,0,1,1392,1,5628,1,66,0,0,0,0,0,0,0,0,1,211,0,0,1,475,1,837,0,0,0,0,0,0,0,0,0,0,0,0,1,13526,1,6269,1,1203,1,2135,1,914,0,0,0,0,0,0,1,20281,1,298,1,7296,1,11953,1,4805,1,1023,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,27,hanging-indent-estimate,7,1,BUDGET.PLAN.TOTAL;COMP.STANDARD.HUMAN;CORE.ALIGNMENT.POLICY_PATHWAY;CORE.GENERAL.KEYWORDS_EN;CORE.GENERAL.KEYWORDS_TH;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.FRAMEWORK;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.NARRATIVE.SUMMARY;CORE.NARRATIVE.THEORY;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.CONSTRUCTS;CORE.RESEARCH.GAP;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;CORE.RESEARCH.RELATIONSHIPS;CORE.RESEARCH.THEORETICAL_FOUNDATIONS;DOC.ATTACHMENTS.DOCUMENTS;FUND.CALL.AGENCY;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;METHOD.PLAN.ETHICS;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.POPULATION;METHOD.PLAN.QUALITY;METHOD.PLAN.SAMPLE;WORK.PLAN.ACTIVITIES
HSRI-011,HSRI Knowledge Bank,การส่งเสริมการใช้ยาปฏิชีวนะอย่างสมเหตุผลในร้านยาปี พ.ศ. 2555,1,สมาคมเภสัชกรรมชุมชน (ประเทศไทย),not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,,hdl 11228/4203; contract 54-058; id hs2130,2557,Technical Report,96,777c84be97659cbbc78a2017bc8316fa902c53bf7ba84ef563214beed1478139,https://kb.hsri.or.th/dspace/handle/11228/4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,825,0,0,1,187,0,0,0,0,0,0,0,0,1,563,0,0,0,0,0,0,1,1542,0,0,1,829,1,1478,1,1471,0,0,1,1966,1,14060,1,8795,0,0,1,712,1,13989,1,2966,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,0,86,numbered,29,7,BUDGET.PLAN.ITEMS;BUDGET.PLAN.TOTAL;COMP.STANDARD.HUMAN;CORE.GENERAL.TOTAL_BUDGET;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.RESEARCH.BOUNDARY_CONDITIONS;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;DOC.ATTACHMENTS.DOCUMENTS;METHOD.PLAN.ANALYSIS;METHOD.PLAN.DATA_COLLECTION;METHOD.PLAN.DESIGN;METHOD.PLAN.ETHICS;METHOD.PLAN.INSTRUMENTS;METHOD.PLAN.SAMPLE;RESULTS.CHAIN.BENEFIT_SUMMARY;WORK.PLAN.ACTIVITIES
HSRI-012,HSRI Knowledge Bank,การสำรวจสถานภาพความรู้ เรื่องเล่าเพื่อการเยียวยา,0,ศิริวรรณ ลาภสมบูรนานนท์,not in repository record,สถาบันวิจัยระบบสาธารณสุข,0,,HSRI,hdl 11228/4029; contract 54-059; id hs2117,2557,Technical Report,68,482e3b2bb17a7c3c101fcb8fc1ac8720f377bd891d9ed666bee9fe18d67f60e2,https://kb.hsri.or.th/dspace/handle/11228/4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,704,0,0,1,34796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342,0,0,0,0,1,33331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,97,hanging-indent-estimate,0,0,CORE.ALIGNMENT.POLICY_PATHWAY;CORE.NARRATIVE.METHOD;CORE.NARRATIVE.OBJECTIVES;CORE.NARRATIVE.RATIONALE;CORE.NARRATIVE.REFERENCES;CORE.RESEARCH.NATIONAL_NEED;CORE.RESEARCH.OBJECTIVES;CORE.RESEARCH.PROBLEM;METHOD.PLAN.DESIGN;METHOD.PLAN.QUALITY;RESULTS.CHAIN.IMPACTS;RESULTS.CHAIN.OUTCOMES;RESULTS.CHAIN.OUTPUTS
